re,re_index,ion_type,pos,charge,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_unexplained,fragments_missing_core,fragments_interference,fragments_s2n,fragments_ppm_rmse,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_mass_error_std,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks,diagnose_anchor_within_ppm
RE65,65,b,36,2,b36^2+,1,fn_missed,1,0,1,1,0,"[""b36 2+""]",4.545,82.06,6.0,4.357,2.94,trace_only,isodec_rules,b36-OxidizedLoop^2+,-OxidizedLoop,,0.47285588542064716,0.7608742405809594,,,,,,,,,,,,,28.608220832404353,0,0,b36-OxidizedLoop^2+,ok,1,1,0.7627301973534208,0.7627301973534208,0.7608742405809594,28.608220832404353,9.0,0.0715023263816346,1.0,1
RE65,65,b,36,3,b36^3+,1,fn_missed,1,0,1,1,0,"[""b36 3+""]",4.989,56.27,6.0,5.865,2.38,trace_only,quality_gates,b36-OxidizedLoop^3+,-OxidizedLoop,0.3997018406618109,0.7171163137592731,0.7717452738536316,1.0,9.0,0.856,0.0,0.738,1.07,8.45,0.6,,0.0,,0.00028267197793779684,23.85873914272045,0,0,b36-OxidizedLoop^3+,ok,1,1,0.7171163137592731,0.7171163137592731,0.7717452738536316,23.85873914272045,9.0,0.10565796859074085,0.0,1
RE65,65,c,6,1,c6^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c6^1+ | 9.3 ppm | score=0.381 | css=0.702 | %H=38 | %2H=0 | +mix,-Thiol,0.38120645639595463,0.7018972747855916,0.5684008813810666,0.5660940664637913,2.0,0.4542020046260602,0.31428593465245,0.0,0.1518757085478212,0.6147734735703645,0.43284068252546937,0.5604205739306645,75.0,0.6276314704870589,4.65757622184771e-05,9.316164426039913,1,1,c6-Persulfide^1+,ok,1,1,0.9509572879764738,0.9509572879764738,0.8294783017031759,11.71841015108757,2.0,0.2753173064195897,1.0,1
RE65,65,c,8,1,c8^1+,1,tp_selected,1,1,1,1,1,"[""c8 1+""]",1.842,98.68,2.0,0.904,8.11,selected_final,accepted,c8-OxidizedLoop^1+ | 5.0 ppm | score=0.488 | css=0.831,-OxidizedLoop,0.488207403049785,0.8309597133849976,0.9330049193577387,0.8464167577683264,2.0,0.5968894405791357,0.11824392742153811,0.5279538764092981,0.17581479188234297,5.080132232177007,0.6685344308458369,0.8860824618357205,60.0,4.756919439728186,6.411827792247586e-05,5.047355951299662,1,1,c8-OxidizedLoop^1+,ok,1,1,0.8309597133849976,0.8309597133849976,0.9330049193577387,5.047355951299662,2.0,0.3053285932594114,0.0,1
RE65,65,c,9,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",2.471,98.93,3.0,1.104,7.93,selected_final,accepted,c9-OxidizedLoop^1+ | -1.3 ppm | score=0.737 | css=0.882 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.7374017170796723,0.8819054204587966,0.5096254332658448,1.0,5.0,0.1782990407104844,0.0,0.0,0.34608242740386735,10.448059795590249,0.7434623249499156,0.9452323179811589,0.0,11.091149594556535,0.00011791021908993412,1.3452454383726664,1,1,c9-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6536719080109097,0.8803792050913748,9.128079802233128,4.0,0.3790228400987498,0.0,1
RE65,65,c,10,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",9.709,98.82,5.0,7.522,3.81,selected_final,accepted,c10-OxidizedLoop^1+ | 2.0 ppm | score=0.689 | css=0.939,-OxidizedLoop,0.6894082453652364,0.9393424082322723,0.980756688471,1.0,5.0,0.5853534891521445,0.0,0.492486552304886,3.535339869564014,3.9398884413632875,0.7883037390635022,0.9754952227322556,0.0,5.38618341540978,0.001075838823349165,1.9615336493475277,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9393424082322723,0.9393424082322723,0.980756688471,1.9615336493475277,5.0,0.5069390639946243,1.0,1
RE65,65,c,11,1,c11^1+,1,fn_missed,1,0,1,1,1,"[""c11 1+""]",4.937,80.63,5.0,7.121,0.08,trace_only,quality_gates,c11-OxidizedLoop^1+,-OxidizedLoop,0.5309450282229919,0.949345807064045,0.42694641820480983,1.0,5.0,0.863,0.0,0.83,1.86,12.67,0.909,,0.0,,0.0005000766048720699,6.641830437912156,0,0,c11-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.5851470446737052,0.6130956668649222,9.069298569396583,5.0,0.056377676670916484,0.0,1
RE65,65,c,14,2,c14^2+,0,fp_selected,1,1,1,0,0,"[""c14 2+""]",0.908,77.33,2.0,0.046,1.06,selected_final,accepted,c14-OxidizedLoop^2+ | -3.2 ppm | score=0.390 | css=0.885,-OxidizedLoop,0.39003771759658196,0.8854192910758474,0.8854192910758476,0.7263172541729913,2.0,0.6954225352112675,0.19268351754587598,0.4910799013095465,0.26631523352865016,5.277954588165181,0.5278049021302498,0.8431402879799162,66.66666666666666,3.5179655881057723,0.00010021449364179563,3.155538886689616,1,1,c14-OxidizedLoop^2+,ok,1,1,0.8854192910758474,0.8854192910758474,0.8854192910758476,3.155538886689616,2.0,0.3300775528169015,0.0,1
RE65,65,c,30,1,c30^1+,0,fp_selected,1,1,1,0,0,"[""c30 1+""]",0.74,68.56,4.0,0.231,6.65,selected_final,accepted,c30-OxidizedLoop^1+ | 9.8 ppm | score=0.330 | css=0.812 | %H=48 | %2H=49 | -mix,-OxidizedLoop,0.32983408621938043,0.8117018093425942,0.615613303314035,0.38421152548206006,4.0,0.36410531972058024,0.33315289765263256,0.6546632426753822,0.5128948285751366,8.809005283644716,0.16962985177064135,0.5525665238339886,80.95238095238095,8.854858559184153,2.5003830243603492e-05,9.756125534860823,1,1,c30-OxidizedLoop^1+,ok,1,1,0.7962652992066767,0.7962652992066767,0.6567948416011749,4.663915950851001,3.0,0.29139830859319044,0.0,1
RE65,65,c,31,2,c31^2+,1,fn_missed,1,0,1,1,0,"[""c31 2+""]",1.548,58.04,7.0,2.554,1.95,trace_only,isodec_rules,c31-OxidizedLoop^2+,-OxidizedLoop,,0.9019214936882068,0.41576342896064894,,,,,,,,,,,,,15.84645157159055,0,0,c31-OxidizedLoop^2+,ok,1,1,0.7884242625999507,0.7884242625999507,0.8319694334225397,12.414487664791336,8.0,0.10990667679169591,1.0,1
RE65,65,c,32,2,c32^2+,1,fn_missed,1,0,2,2,0,"[""c32 2+""]",3.498,53.94,5.0,5.134,0.76,trace_only,isodec_rules,c32-OxidizedLoop^2+,-OxidizedLoop,,0.4621901050304753,0.5182737922615427,,,,,,,,,,,,,0.04047262013901318,0,0,c32-OxidizedLoop^2+,ok,1,1,0.7435429281007783,0.7435429281007783,0.718758398114916,7.677558236407058,8.0,0.08345451512155254,0.0,1
RE65,65,c,33,2,c33^2+,1,tp_selected,1,1,1,1,0,"[""c33 2+""]",10.8,94.94,7.0,9.136,0.22,selected_final,accepted,c33-OxidizedLoop^2+ | -2.9 ppm | score=0.498 | css=0.823 | %H=19 | %2H=0 | -mix,-OxidizedLoop,0.4984481226208781,0.8229289874805225,0.5444552494865823,0.8671450545651237,14.0,0.5933711469406043,0.0,0.5581807598687691,3.9287385593518414,19.574797652328265,0.4799700648515328,-0.024596766120409952,12.5,10.333984590427482,0.0005491037229967827,2.90621450444723,1,1,c33-OxidizedLoop^2+,ok,1,1,0.9780780005562989,0.9780780005562989,0.9780780005562987,2.90621450444723,9.0,0.23237301358562656,1.0,1
RE65,65,c,33,3,c33^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c33-OxidizedLoop^3+ | -6.8 ppm | score=0.368 | css=0.830 | %H=74 | %2H=0 | +mix,-OxidizedLoop,0.36766132001148055,0.8302982814877675,0.532291950769999,0.6341366438862595,12.0,0.628963701259412,0.2690159518066334,0.43372234788883923,1.229730395657957,13.624908124387966,0.3944937816843916,0.17118647440064674,29.411764705882355,8.097311677616943,0.0002972269036310709,6.810565685601135,1,1,c33-OxidizedLoop^3+,ok,1,1,0.8969328696476344,0.8969328696476344,0.9019782867857287,12.438491671519428,9.0,0.20095430994604135,1.0,1
RE65,65,c,34,2,c34^2+,1,tp_selected,1,1,2,2,0,"[""c34 2+""]",12.048,95.59,6.0,9.136,1.4,selected_final,accepted,c34-OxidizedLoop^2+ | 2.4 ppm | score=0.718 | css=0.913,-OxidizedLoop,0.7175694086985662,0.9132744581394879,0.9132744581394878,1.0,9.0,0.42070767421160626,0.0,0.21785886245029817,10.932557916458505,3.3463567221140833,0.7561347837853333,0.798339536024244,0.0,7.161839676685138,0.0012996782595373067,2.445725578458309,1,1,c34-OxidizedLoop^2+,ok,1,1,0.9132744581394879,0.9132744581394879,0.9132744581394878,2.445725578458309,9.0,0.48852299874471145,1.0,1
RE65,65,c,34,3,c34^3+,1,fn_missed,1,0,1,1,0,"[""c34 3+""]",4.415,72.77,5.0,5.265,0.72,trace_only,quality_gates,c34-OxidizedLoop^3+,-OxidizedLoop,0.5081420292840542,0.8278927919863537,0.8322581602786833,1.0,9.0,0.759,0.0,0.641,1.01,7.71,0.777,,0.0,,0.0001852305806649303,5.23598112164403,0,0,c34-OxidizedLoop^3+,ok,1,1,0.8278927919863537,0.8278927919863537,0.8322581602786833,5.23598112164403,9.0,0.12496102452743331,0.0,1
RE65,65,c,35,2,c35^2+,1,tp_selected,1,1,2,2,0,"[""c35 2+""]",11.304,97.91,9.0,9.164,0.76,selected_final,accepted,c35-OxidizedLoop^2+ | 2.2 ppm | score=0.743 | css=0.990,-OxidizedLoop,0.7427123271351761,0.9898816779726162,0.9898816779726162,1.0,9.0,0.5953253175631736,0.0,0.4739508959417751,10.178075780619897,3.0956210081627376,0.8957476476308303,0.9852392046630258,0.0,3.2284483486590987,0.001516316837750881,2.1712725555182555,1,1,c35-OxidizedLoop^2+,ok,1,1,0.9898816779726162,0.9898816779726162,0.9898816779726162,2.1712725555182555,9.0,0.4124344741110284,1.0,1
RE65,65,c,36,2,c36^2+,1,tp_selected,1,1,2,2,0,"[""c36 2+""]",12.543,96.77,7.0,9.17,0.96,selected_final,accepted,c36-OxidizedLoop^2+ | 1.9 ppm | score=0.755 | css=0.982,-OxidizedLoop,0.7550792103622661,0.981763155091212,0.9818017388653554,1.0,9.0,0.5450079025080066,0.0,0.4670365306675518,13.50603071060002,2.3123619601279652,0.9049952906102618,0.9710336394412005,0.0,3.9435414289865416,0.001892140340125632,1.8801739706657121,1,1,c36-OxidizedLoop^2+,ok,1,1,0.981763155091212,0.981763155091212,0.9818017388653554,1.8801739706657121,9.0,0.4326734024517904,1.0,1
RE65,65,c,36,3,c36^3+,1,tp_selected,1,1,1,1,0,"[""c36 3+""]",9.232,71.77,6.0,8.87,2.33,selected_final,accepted,c36-OxidizedLoop^3+ | 6.8 ppm | score=0.595 | css=0.916,-OxidizedLoop,0.5954854972645545,0.9159337821960307,0.9188080235993035,1.0,9.0,0.6629682079666845,0.0,0.5167817767927052,5.921560412662747,8.519544054083983,0.7584933758232845,0.8208874220763555,0.0,8.43716472102982,0.0009143557530258925,6.791799219901403,1,1,c36-OxidizedLoop^3+,ok,1,1,0.9159337821960307,0.9159337821960307,0.9188080235993035,6.791799219901403,9.0,0.20354599136115026,1.0,1
